name,group,spec,status
Café Bar Abseits,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Bar Franco,Standardgruppe,23 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Café Bar Piazetta,Standardgruppe,29 FAVORITEN,Zuletzt bestellt vor einem Jahr
Café Bar Unique,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Bar Willich,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Café Bar Zetra,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Café Barrio,Standardgruppe,47 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Café Bel Fiore,Standardgruppe,22 FAVORITEN,Zuletzt bestellt vor 23 Tagen
Café Bistro Herrlich,Standardgruppe,49 FAVORITEN,Zuletzt bestellt vor 7 Monaten
Café Bistro Werkvolk,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Bleiweiß,Standardgruppe,39 FAVORITEN,Zuletzt bestellt vor einem Tag
Café Brazil,Mittwoch,9 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Café Cairo,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Central,Standardgruppe,6 FAVORITEN,Noch keine Bestellung seit 6 Monate
Café Dreizehn,Standardgruppe,32 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Café Egg,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor einem Monat
Café FUX,Freitag,30 FAVORITEN,Zuletzt bestellt vor 8 Tagen
Café Fink,Standardgruppe,28 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Café Fink wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Florian GmbH,Standardgruppe,29 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Café Gingko - Poke Bowl,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Café Gold Erlangen,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Herzkaffee,Standardgruppe,85 FAVORITEN,Zuletzt bestellt vor 16 Tagen
Café Kraft GmbH,Standardgruppe,51 FAVORITEN,Zuletzt bestellt vor 5 Tagen
Café Ladida,Standardgruppe,26 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Café Mainheim,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Café Maulbeere CK Citykirchen gGmbH,Standardgruppe,36 FAVORITEN,Zuletzt bestellt vor 8 Tagen
Café Maxx,Standardgruppe,10 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Café Mondial,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Paraiso GmbH,Dienstag,101 FAVORITEN,Zuletzt bestellt vor einem Jahr
Café Pforte,Standardgruppe,57 FAVORITEN,Zuletzt bestellt vor 14 Tagen
Café Pfütze,Standardgruppe,17 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Café Pintus,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Pips,Standardgruppe,137 FAVORITEN,Zuletzt bestellt vor 14 Tagen
Café Portier GmbH,Standardgruppe,15 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Café Prinz,Freitag,116 FAVORITEN,Zuletzt bestellt vor 9 Stunden
Café Queens DD,Standardgruppe,56 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Café Restaurant Gartenstadt,Standardgruppe,3 FAVORITEN,Einladung noch nicht angenommen
Café Retiro,Standardgruppe,31 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Café Riva,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 22.05.23)
Café Sax Erlangen,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Schnepperschütz,Standardgruppe,44 FAVORITEN,Zuletzt bestellt vor 13 Tagen
Café Schweizer Hüsli,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Café Space,Standardgruppe,52 FAVORITEN,Zuletzt bestellt vor einem Monat
Café Süss & Salzig (Eric Rautenberg),Standardgruppe,26 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Café Times,Standardgruppe,41 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Café Zanetta,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 2 Jahre
Café Zimba,Standardgruppe,19 FAVORITEN,Zuletzt bestellt vor 9 Monaten
Café am Dürerhaus,Standardgruppe,52 FAVORITEN,Zuletzt bestellt vor 2 Tagen
CaféVino,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 20 Tagen
Campo Eis,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Campus M21 GmbH,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Campus für Christus e. V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cancun,Standardgruppe,170 FAVORITEN,Zuletzt bestellt vor 20 Tagen
Candy Werkstatt Am Plärrer,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 8 Tagen
Candy Werkstatt GmbH & Co.KG,Standardgruppe,25 FAVORITEN,Zuletzt bestellt vor 10 Monaten
Caramelo Cafe&Bar,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Carbyte GmbH,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 22 Tagen
Cargnelli GmbH,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Cargo Center 1 Ost,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Carl Sellentin,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 22 Tagen
Carlton SPA Nürnberg GmbH,Standardgruppe,74 FAVORITEN,Zuletzt bestellt vor 3 Tagen
Casa Argentina,Standardgruppe,152 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Casa Italia,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Casa Italia,Standardgruppe,15 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Casa Laura,Standardgruppe,39 FAVORITEN,Keine Einladung erstellt (Erstellt am 04.04.25)
Casa e.V Filmkunsttheater – Kneipe,Standardgruppe,187 FAVORITEN,Noch keine Bestellung seit 3 Jahre
Casino Lichtspiele Eckental,Standardgruppe,8 FAVORITEN,Daten unvollständig
Castro Correa Andre Luis,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Castros Bar&Event,Standardgruppe,101 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Cegeka Deutschland GmbH,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Celavie,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Celebrate Streetfood Catering,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Celona Nürnberg Gastro GmbH,Standardgruppe,1 FAVORITEN,Einladung noch nicht angenommen
Cemile Göksel,Standardgruppe,2 FAVORITEN,Noch keine Bestellung seit 3 Jahre
Cengiz Yavuz,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cenkinz,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor 9 Stunden
Center Café Roth,Mittwoch,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Cesar’s Cafe,Standardgruppe,35 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Cesme Restaurant,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Chai Roti,Donnerstag,96 FAVORITEN,Zuletzt bestellt vor 8 Tagen
Champion,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 9 Monaten
Chang Verwaltungs GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Chapel Fürth,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Chay Kitchen GmbH & Co.KG,Standardgruppe,2 FAVORITEN,Noch keine Bestellung seit ein Jahr
Cheezy Burger & Fries Toker T. GmbH,Standardgruppe,17 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Chemisches Institut Burkon Partnerschaft,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 8 Monate
ChillEck Nürnberg,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Chillers Nürnberg,Standardgruppe,34 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Chilli Lounge,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 8 Monate
Chillin,Standardgruppe,64 FAVORITEN,Zuletzt bestellt vor 2 Tagen
China Restaurant ASIA HOUSE,Freitag,41 FAVORITEN,Zuletzt bestellt vor einem Tag
China Restaurant ASIA HOUSE Kulmbacher Depot 2050894,Freitag,11 FAVORITEN,Zuletzt bestellt vor 2 Jahren
China Restaurant Sunrise,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Choice GmbH,Standardgruppe,9 FAVORITEN,Zuletzt bestellt vor 13 Tagen
Chong's Golfrestaurant,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Christian Gebhardt (Freiraum für Fankultur),Standardgruppe,10 FAVORITEN,Noch keine Bestellung seit ein Jahr
Christian-Geyer-Heim (2. Wohnbereich),Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Christine Fink Personal,Standardgruppe,8 FAVORITEN,Noch keine Bestellung seit 5 Monate
Christoph & Oliver Semsch GbR,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Christoph Schmitt e.K.,Standardgruppe,33 FAVORITEN,Einladung noch nicht angenommen
Christopher Wesley,Standardgruppe,36 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Chung,Standardgruppe,35 FAVORITEN,Zuletzt bestellt vor 20 Tagen
Ciao Ragazzi,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 10.06.25)
Cias GmbH,Standardgruppe,11 FAVORITEN,Zuletzt bestellt vor 23 Tagen
Cimova Immobilien GmbH,Standardgruppe,32 FAVORITEN,Zuletzt bestellt vor 18 Tagen
Cinaz,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cine Gastro GmbH & Co. KG,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit ein Jahr
City Kiosk,Standardgruppe,107 FAVORITEN,Zuletzt bestellt vor 6 Tagen
City Kiosk Fürth,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Ciuciuka-Bar,Standardgruppe,41 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Claudia Vogt,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Clausen Doll & Partner mbB,Standardgruppe,7 FAVORITEN,Noch keine Bestellung seit 4 Monate
Clique Shisha Bar,Mittwoch,94 FAVORITEN,Zuletzt bestellt vor einem Jahr
Cloud Bar & Lounge,Standardgruppe,36 FAVORITEN,Zuletzt bestellt vor 13 Tagen
Clouds SW GmbH,Standardgruppe,153 FAVORITEN,Zuletzt bestellt vor einem Monat
Club Aura,Standardgruppe,39 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Club Lavida,Standardgruppe,41 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Club Penalty,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Clubhaus da Alessandro,Standardgruppe,28 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Clubhouse Nürnberg,Standardgruppe,8 FAVORITEN,Zuletzt bestellt vor 2 Stunden
CoCo Sushi & Lounge,Mittwoch,146 FAVORITEN,Zuletzt bestellt vor 7 Tagen
CoDung Restaurant,Standardgruppe,66 FAVORITEN,Zuletzt bestellt vor einem Tag
Coates Screen Inks GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cobar - Mobile Cocktailbar,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Coca-Cola Europ. Partners GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cocco Deluxe,Standardgruppe,20 FAVORITEN,Noch keine Bestellung seit 3 Jahre
Cocktailbar Loom,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cocktails Castro Mobile Bar,Standardgruppe,88 FAVORITEN,Zuletzt bestellt vor einem Monat
Cocoon Amberg Fine Asian,Dienstag,126 FAVORITEN,Zuletzt bestellt vor einem Tag
Cocoon Bamberg,Montag,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Cocoon Fine Asian Cuisine,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cocoon Neumarkt,Standardgruppe,83 FAVORITEN,Zuletzt bestellt vor 18 Tagen
Cocoon Restaurant Ingolstadt,Donnerstag,72 FAVORITEN,Zuletzt bestellt vor einem Tag
Cocoon Restaurant Pegnitz,Standardgruppe,73 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Cocoon Weißenburg,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
CodeCamp:N GmbH,Standardgruppe,23 FAVORITEN,Noch keine Bestellung seit 8 Monate
Codecentric AG Kohlektiv 1. Stock,Standardgruppe,26 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Coffee Break,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Commerzbank,Standardgruppe,11 FAVORITEN,Zuletzt bestellt vor 14 Tagen
Commerzbank,Standardgruppe,24 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Commerzbank AG,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Commerzbank AG,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 10 Monate
Commerzbank AG Laura Schärtel PUK Nürnberg Königstraße,Standardgruppe,21 FAVORITEN,Zuletzt bestellt vor 12 Tagen
Commerzbank AG 5. OG Raum Adam Kraft,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Commerzbank AG Banking Service GS-OPS,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Commerzbank AG Private Banking-Erdgeschoss,Standardgruppe,5 FAVORITEN,Zuletzt bestellt vor 7 Monaten
Commerzbank AG Wealth Management,Standardgruppe,9 FAVORITEN,Noch keine Bestellung seit 8 Monate
Constantin Meissner,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Continental Engineering Services GmbH,Standardgruppe,10 FAVORITEN,Noch keine Bestellung seit 2 Jahre
Control Data Training GmbH,Standardgruppe,13 FAVORITEN,Zuletzt bestellt vor 4 Tagen
Cookie Chunkie,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Cool Baron,Standardgruppe,24 FAVORITEN,Noch keine Bestellung seit ein Jahr
Cornea Franz Rechtsanwälte,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 21 Tage
Corps Guestphalia,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 5 Monate
Cosy Fine Asian Cuisine & Sushi Bar,Standardgruppe,123 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Cosy Morning,Standardgruppe,36 FAVORITEN,Zuletzt bestellt vor einem Monat
Coworking Nürnberg GmbH,Standardgruppe,50 FAVORITEN,Zuletzt bestellt vor 9 Stunden
Cozy Restaurant,Standardgruppe,78 FAVORITEN,Zuletzt bestellt vor einem Monat
Crownshage Diskothek Betriebs,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Crämer & Co. GmbH,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Crämer & Co. GmbH,Standardgruppe,40 FAVORITEN,Zuletzt bestellt vor 9 Stunden
Cucina Italiana,Standardgruppe,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 25.04.24)
Cucina Italiana,Standardgruppe,189 FAVORITEN,Zuletzt bestellt vor 3 Stunden
Cucina al Centro,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Cuore Italiano Da Francesco,Standardgruppe,45 FAVORITEN,Zuletzt bestellt vor 2 Jahren
CuraMed-Tagesklinik Nürnberg,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 6 Tagen
Curacon GmbH,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 2 Monaten
CurryWoschdHaus - Das Original,Standardgruppe,37 FAVORITEN,Zuletzt bestellt vor 8 Tagen
Currywoschdhaus Forchheim,Standardgruppe,4 FAVORITEN,Zuletzt bestellt vor einem Monat
Curzi Import – Export GmbH &,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
D & A GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
D-One Shisha Lounge,Standardgruppe,68 FAVORITEN,Zuletzt bestellt vor 9 Tagen
D. Kesaris + D. Papagiano-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
D. Kesaris + D. Papagiano-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
D.K. Steuerberatungsgesell-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DACHSER SE,Standardgruppe,4 FAVORITEN,Zuletzt bestellt vor 22 Tagen
DAI Poke Bowl,DAI Group,117 FAVORITEN,Noch keine Bestellung seit ein Jahr
DAI Sushi & Asian Fusion,Dienstag,FAVORITEN HINZUFÜGEN,Daten unvollständig
DAI Sushi & Asian Fusion (ERLANGEN),Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
DAI Sushi (Erlangen),DAI Group,117 FAVORITEN,Noch keine Bestellung seit ein Jahr
DATA AHEAD AG,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor einem Monat
DER Stern,Mittwoch,111 FAVORITEN,Zuletzt bestellt vor 3 Tagen
DESI e.V. - Stadtteilzentrum DESI e.V.,Standardgruppe,14 FAVORITEN,Einladung noch nicht angenommen
DFC Group Germany GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DHL Global Forwarding GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DI SIMO - CAFFÉ E VINI GmbH,Standardgruppe,31 FAVORITEN,Zuletzt bestellt vor 13 Tagen
DIE LINKE KV Nuernberg/Fuerth,Standardgruppe,6 FAVORITEN,Einladung noch nicht angenommen
DIE schwestern - Huth GbR,Standardgruppe,52 FAVORITEN,Zuletzt bestellt vor 9 Stunden
DINZLER Kaffeerösterei AG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DIVINO Nordheim Thüngersheim,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DJK Sparta Noris e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DJK Sparta Noris e.V. wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DJK-BFC e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DKS digital GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
DP Steuerberatungsgesellschaft,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 13 Tagen
DREAMS,Standardgruppe,78 FAVORITEN,Zuletzt bestellt vor 7 Monaten
DSGF mbH - Deutsche Servicegesellschaft,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 4 Monaten
DSPG Technologies GmbH,Standardgruppe,4 FAVORITEN,Einladung noch nicht angenommen
DT Cocktailchef Taxi,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
DUGFEM GmbH,Standardgruppe,59 FAVORITEN,Zuletzt bestellt vor 21 Tagen
DZ Bank AG,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Da Baldo,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 8 Monaten
Da Gallo Restaurant,Standardgruppe,45 FAVORITEN,Zuletzt bestellt vor 9 Tagen
Dai Hersbruck GmbH,Mittwoch,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 4 Jahre
Dai Poke Bowl Mercado,DAI Group,117 FAVORITEN,Noch keine Bestellung seit ein Jahr
Dai Poke Bowls GoHo Nürnberg,DAI Group,FAVORITEN HINZUFÜGEN,Keine Einladung erstellt (Erstellt am 05.08.25)
Dai Roth GmbH,Mittwoch,18 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Dai Schwabach GmbH,Mittwoch,FAVORITEN HINZUFÜGEN,Daten unvollständig
Dambacher Werkstätten gGmbH,Standardgruppe,15 FAVORITEN,Zuletzt bestellt vor 18 Tagen
Dance-maxx GmbH,Standardgruppe,27 FAVORITEN,Noch keine Bestellung seit ein Jahr
Dance-maxx GmbH Forchheim,Standardgruppe,16 FAVORITEN,Zuletzt bestellt vor einem Jahr
Daniel Renner & Kristina Riese,Standardgruppe,20 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Daniel Zapf,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Daniel von Rüden,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Daniela Fischetti,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Das Fass'l von Passau,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Das Laumer wg. KU,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Das Quasimodo,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Das Sportwerk plus,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 4 Monate
Das Zen,Standardgruppe,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 2 Jahre
Dash Club,Standardgruppe,42 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Date House Cafe,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung angenommen
David Hasenauer,Standardgruppe,22 FAVORITEN,Einladung noch nicht angenommen
Davis,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
De Caro & Seiler GbR,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
De Francesco Import GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Deak,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Decantus am Bohlenplatz,Dienstag,FAVORITEN HINZUFÜGEN,Noch keine Bestellung seit 3 Jahre
Degussa Goldhandel GmbH,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Delicious Caffee,Standardgruppe,42 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Delikatessenschmiede,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Deloitte GmbH Wirtschaftsprüfungsgesellschaft,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Denis Miguel Seuss,Standardgruppe,38 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Der Birkenhof Hubert Obendorfer e. K.,Standardgruppe,147 FAVORITEN,Zuletzt bestellt vor 2 Monaten
Der Bunker - Die Bar,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Der Bäcker Feihl GmbH,Bäcker Feihl Gruppe,21 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Der Bäcker Feihl GmbH,Bäcker Feihl Gruppe,17 FAVORITEN,Zuletzt bestellt vor 5 Tagen
Der Bäcker Feihl GmbH,Bäcker Feihl Gruppe,17 FAVORITEN,Zuletzt bestellt vor einem Tag
Der Eisdealer,Standardgruppe,12 FAVORITEN,Zuletzt bestellt vor 2 Tagen
Der Eisladen,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Der Foodpark,Standardgruppe,110 FAVORITEN,Zuletzt bestellt vor 7 Tagen
Der Foodpark,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Der Gostenhofer Dorfschulze,Standardgruppe,45 FAVORITEN,Zuletzt bestellt vor 5 Monaten
Der Hausmeisterprofi FM GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Der Kleine Grieche,Standardgruppe,31 FAVORITEN,Zuletzt bestellt vor einem Jahr
Der Steinbock,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Der Steinbock,Standardgruppe,14 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Der Weinhof,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Derichebourg Umwelt GmbH,Standardgruppe,2 FAVORITEN,Zuletzt bestellt vor 3 Jahren
Desi Kneipe GbR,Standardgruppe,36 FAVORITEN,Zuletzt bestellt vor 3 Stunden
Design Offices Nürnberg GmbH,Standardgruppe,68 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Design Offices Nürnberg GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Design Offices Nürnberg Hauptbahnhof,Standardgruppe,41 FAVORITEN,Einladung noch nicht angenommen
Design Offices Nürnberg Hauptbahnhof,Standardgruppe,25 FAVORITEN,Einladung noch nicht angenommen
Design Offices Nürnberg Hauptbahnhof SUPPORT CENTER,Standardgruppe,29 FAVORITEN,Einladung noch nicht angenommen
Desperado,Standardgruppe,127 FAVORITEN,Zuletzt bestellt vor einem Jahr
Dess & Falk GmbH,Standardgruppe,3 FAVORITEN,Einladung noch nicht angenommen
Destillerie Kammer-Kirsch GmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Detlef Distel,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Deutsche Bank AG,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Deutsche Bank AG,Standardgruppe,1 FAVORITEN,Zuletzt bestellt vor 6 Monaten
Deutsche Bank AG,Standardgruppe,14 FAVORITEN,Einladung noch nicht angenommen
Deutsche Bank AG PO NR. 71775708,Standardgruppe,7 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Deutsche Bank AG CBC - Bayern Nord 2,Standardgruppe,3 FAVORITEN,Zuletzt bestellt vor 4 Monaten
Deutsche Bank AG Corporate Coverage FK,Standardgruppe,6 FAVORITEN,Zuletzt bestellt vor einem Monat
Deutsche Leasing AG,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Deutsche Pfadfinderschaft Sank,Standardgruppe,30 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Deutsche Sinalco GmbH Marken-,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Deutscher Michel,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Deutsches Museum Shop GmbH,Standardgruppe,20 FAVORITEN,Einladung noch nicht angenommen
Deutsches Museum Shop GmbH,Standardgruppe,24 FAVORITEN,Einladung noch nicht angenommen
Diakonie Aktiv gGmbH,Standardgruppe,FAVORITEN HINZUFÜGEN,Einladung noch nicht angenommen
Diakoniewerk Martha-Maria e.V.,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Diamond Shisha Bar,Standardgruppe,25 FAVORITEN,Zuletzt bestellt vor 2 Jahren
Die Bombe,Standardgruppe,FAVORITEN HINZUFÜGEN,Daten unvollständig
Die Box Club GmbH,Mach 1 Gruppe,125 FAVORITEN,Zuletzt bestellt vor 4 Stunden
Die Bucht am Brombachsee,Montag,81 FAVORITEN,Zuletzt bestellt vor 3 Monaten
Die Bucht am Brombachsee (KU-Depot 2077506),Standardgruppe,34 FAVORITEN,Zuletzt bestellt vor 2 Monaten
